,Cover_Type
333830,1
269670,2
551873,0
579661,5
215846,6
427550,0
506445,0
272939,0
497427,6
421952,1
306416,0
269482,1
215900,1
344472,0
227157,1
537235,0
111027,1
440334,1
237756,1
397939,0
430953,0
523372,1
296100,0
161243,0
70174,1
101430,0
10336,6
331642,1
385459,6
422439,1
374754,0
374443,1
181956,1
53287,0
563696,1
453174,0
495037,1
510199,0
2531,2
140134,1
94417,1
247217,5
433717,0
540613,1
42889,1
72113,1
439123,1
137613,1
560464,5
483115,1
273672,0
156885,1
358750,1
341368,1
332844,1
105132,1
523600,0
129589,1
125803,0
413208,5
75702,0
244044,5
534880,0
573858,5
177808,0
574425,5
456300,0
140896,1
335561,1
498163,0
170159,1
47417,1
162012,1
249861,1
347875,1
252527,2
247180,2
489004,0
43605,0
493,1
295302,1
464786,0
47956,0
244937,5
248781,2
89567,1
106302,1
407737,0
144663,1
24703,1
356795,0
73787,1
284370,0
27661,1
425372,1
209512,0
429712,1
208772,0
277630,1
225335,2
535765,0
323670,1
192486,0
98986,0
276591,2
490932,1
167945,0
448681,0
45245,1
165528,1
340046,1
355953,1
500780,6
445504,0
106054,0
193944,0
300354,1
204076,1
501427,0
427877,0
457494,0
317112,0
433209,0
216155,6
173758,1
566590,1
441417,0
157476,0
556196,1
40451,0
195548,0
503970,1
235947,5
389564,1
188254,0
564618,1
435594,0
155964,1
248265,2
313225,0
276623,2
259466,1
169831,0
170312,1
431619,0
232139,0
573057,2
66801,0
205213,1
350164,1
445850,0
259487,2
506974,0
399813,6
521455,0
390745,1
268874,0
360747,0
515497,0
557071,1
396947,4
379740,1
313083,1
18769,1
37265,1
13349,5
275842,1
18123,1
502359,1
467377,0
341418,1
187046,0
100342,1
162481,1
572737,1
483472,0
119220,1
243602,0
460071,6
408718,0
400544,0
200897,0
239075,1
107866,1
415551,0
298110,5
31492,0
84961,1
465205,0
404802,1
326989,0
156016,0
382818,6
397729,0
341084,1
152743,0
420787,1
504326,0
436831,0
174380,0
449267,1
1074,0
85664,0
24714,0
217949,1
269859,0
412563,0
422967,1
342138,1
169333,1
147393,1
251224,2
203535,0
224241,1
424785,0
331119,1
406975,2
549788,1
32544,1
316242,0
128593,1
555654,1
194066,1
456280,1
555267,1
390562,0
308486,0
534075,0
11052,5
315478,1
487413,0
406674,0
522630,1
49501,1
562972,5
325620,0
446727,0
510464,0
171043,1
502731,1
61841,1
14449,6
71453,1
401917,0
378085,6
544178,6
75605,1
332194,1
269317,0
508651,0
471856,0
28543,1
272837,2
83835,1
442209,1
22680,0
166201,1
395327,1
164715,0
431108,1
232295,1
228864,1
12915,3
538629,0
529607,1
51245,1
37744,0
266615,1
426818,1
150003,1
226259,2
305945,1
562750,1
81139,1
63306,1
25500,1
558482,1
313685,0
194913,0
54741,1
356355,1
91522,1
355048,1
261188,2
524699,0
335806,1
509558,1
279251,1
436994,0
577513,2
516132,0
11286,5
79166,1
464552,0
429277,1
493397,0
290348,6
408935,1
487013,0
541019,6
213376,0
386343,4
501249,0
238441,1
240958,1
364843,1
34072,1
522567,1
469248,1
295177,0
388654,0
208601,0
94088,0
348814,5
355178,0
418991,1
182613,0
379195,6
240652,2
394560,0
372972,0
26316,1
141832,0
231176,0
340965,0
360755,1
309190,2
296998,0
275360,1
538921,0
8642,5
200269,1
371405,0
214722,1
403937,0
360360,1
332879,0
387762,0
44770,0
105532,1
288821,5
155410,1
262467,1
481277,0
110426,0
64440,0
107605,0
204252,0
273575,1
28217,1
121298,1
413915,5
243652,4
505010,1
160423,1
428995,0
345199,1
313972,0
124003,1
567107,2
129453,1
162645,1
47663,1
477812,1
377367,0
120847,0
386789,0
94223,1
509542,0
36033,1
79786,0
372807,6
40602,1
362385,0
195578,1
462540,0
21528,1
495831,6
73316,1
173836,0
225807,2
328766,1
284683,5
556396,1
160098,1
423,0
471796,1
264679,0
179707,0
493682,0
342954,1
575523,5
288779,2
556567,1
404851,1
426536,0
480534,0
5782,1
469742,0
508246,0
61184,1
440394,0
516123,1
361803,1
317752,0
66943,1
321670,0
443349,0
130302,1
90667,1
23350,1
143099,1
92637,0
74861,1
115710,1
47920,0
300734,1
318617,1
62310,0
329428,0
562253,1
345848,2
109321,1
204654,1
36461,1
65027,1
213539,1
191017,1
427454,0
396007,1
401966,0
151470,1
346217,1
365351,0
255061,0
343941,1
61360,0
115698,1
424064,1
346119,0
428733,0
81158,1
381445,6
483878,1
220581,1
395486,0
486167,1
477314,0
150257,1
13656,6
506440,0
254627,1
530931,1
49609,1
486615,0
384995,1
466335,1
317868,4
514768,0
367000,6
53334,1
151431,0
268211,2
182902,0
138054,1
293736,0
125656,1
394172,0
311514,0
215907,1
327822,1
105743,1
312586,0
95304,0
412723,0
210842,0
353512,0
560317,1
98168,1
357262,1
580659,2
193684,1
105725,0
167542,1
27947,1
378334,1
527233,0
113001,1
248321,2
301221,1
436329,0
559800,0
367258,5
91360,1
219768,1
336654,1
471311,6
216894,1
396706,1
222112,5
293042,5
413290,0
145631,1
159300,1
10034,0
21285,1
184499,0
203875,0
89988,1
376415,5
24822,0
280015,2
491556,1
21523,1
442493,0
437298,0
69266,1
563579,1
500764,6
194325,0
45348,1
523009,1
264020,1
206651,0
67083,1
369630,1
507052,0
36050,1
87746,1
93592,1
83975,1
432077,0
470278,0
554736,0
526528,0
515676,1
299378,5
343601,1
232439,1
384307,1
31313,1
169335,1
381989,1
386060,6
505275,0
86318,1
369321,0
539730,0
327124,1
224946,0
228988,1
556041,1
498494,6
161023,0
156036,0
257304,2
450350,1
335390,1
96851,1
193387,1
332143,0
112618,1
535590,0
359240,0
120412,1
288508,1
309418,0
335958,1
7826,6
421784,0
519917,0
115554,1
125600,1
549744,0
462806,0
142660,1
103748,0
527667,0
170515,1
201531,1
368053,0
471249,6
466322,1
194410,0
393697,0
547502,1
563984,0
208325,0
532151,1
339940,1
156639,1
519327,1
478387,1
302210,2
94902,1
390662,6
70461,1
48340,0
176569,1
332934,0
233038,0
79278,1
118485,1
380067,0
341818,0
288565,1
147175,1
181224,1
394840,0
347001,1
533720,1
293892,1
554729,1
16630,1
408346,2
573331,1
574675,2
45828,1
177645,1
271860,0
384525,1
102841,0
153237,1
386980,1
434857,0
291432,1
540827,1
260104,2
576707,1
339788,1
310355,0
118472,0
384593,1
408755,1
442133,0
149841,0
251977,0
399812,6
134255,1
6771,5
427036,0
253213,2
33948,1
556036,1
352656,1
408744,1
211932,1
436385,1
103017,1
539769,6
1787,6
298206,5
539659,0
358085,0
183688,0
526142,0
274521,0
381326,0
13959,4
491690,1
378869,0
262446,1
237843,2
289720,2
138807,1
377880,1
126067,1
267153,2
31765,1
341504,1
183247,0
243904,1
183396,0
307038,1
343593,1
118051,1
327755,1
353588,1
498295,1
103689,0
263039,1
411822,5
111825,1
425309,0
531305,0
17871,0
429244,0
531473,0
339651,0
563557,1
563883,0
323511,0
281398,5
308088,0
89832,1
302965,0
8757,6
487925,0
548424,1
367991,1
412116,6
152370,1
329283,0
281082,1
35357,1
576247,5
553715,1
299797,0
505007,1
571798,1
210632,0
94135,1
292577,5
21330,1
544331,1
356079,2
479912,0
122301,1
437856,0
132755,1
56675,1
561844,0
146976,0
357209,1
362659,1
571763,1
491079,0
468619,0
32094,0
475249,0
309501,1
491059,0
357369,2
197524,0
300339,1
47734,1
178996,0
164871,0
125697,1
413791,1
402743,0
556849,0
374523,1
225975,1
250438,1
101007,1
358929,0
43903,1
391703,1
499160,0
263009,1
226189,1
5803,5
393861,0
411420,0
295259,1
324496,1
339196,0
156326,1
303135,1
403249,0
183493,0
35312,1
161741,0
177490,1
262321,0
105638,1
483082,0
11710,1
405623,5
406696,1
350473,4
502995,6
402636,1
505223,0
158849,1
230777,1
86239,0
458861,1
396553,0
296151,1
209880,1
216603,1
337223,1
109121,1
90694,1
433443,0
187399,0
449116,0
337777,1
332471,1
486101,1
367115,1
415095,0
133269,0
15314,1
206118,0
95451,1
287767,0
187107,4
35196,1
558720,1
236271,1
391121,0
424496,0
206647,0
568837,1
75546,1
121947,0
129412,1
281465,6
370007,2
440505,0
485604,0
465788,0
329796,0
256424,1
580007,2
334806,0
507916,0
454245,0
712,1
96259,1
19498,1
541558,0
439184,0
52706,1
506163,1
12500,3
52314,1
330747,0
138716,1
414043,1
579270,2
531617,6
334543,1
64130,1
15475,1
547118,0
311963,0
319017,0
485584,1
377718,1
303170,1
114833,1
460464,0
506675,1
229760,1
120475,1
32597,1
341594,0
60877,0
172317,0
15004,5
80781,1
237724,1
363763,1
336253,0
305968,1
568317,1
6705,2
424788,0
253052,2
514570,6
260176,2
90218,1
473969,1
169686,0
263566,1
276284,0
44296,1
413713,0
415593,0
418095,0
340388,0
261476,1
568494,1
446403,0
331199,0
242263,1
183632,1
458128,0
185128,0
97844,1
306202,1
406791,0
247376,1
220321,0
189221,1
337125,0
400689,0
186547,0
251858,2
226056,1
481148,1
352305,1
12835,4
575274,2
515231,0
42168,1
534970,0
556257,1
468380,1
993,1
92908,0
360437,0
420160,1
34742,0
33232,1
152753,0
512628,0
465068,0
504815,0
202437,1
16864,1
141972,1
517108,0
175713,0
517728,0
368518,1
186472,0
229524,1
16929,1
443282,1
367259,5
440955,1
304074,1
190918,0
66972,1
161621,0
49528,1
115340,1
208215,0
522530,0
222158,2
304662,1
172063,1
60541,1
292390,1
458812,0
58616,0
216715,0
128946,1
207461,0
241877,1
63919,1
287719,5
576376,5
438862,0
266915,0
578837,2
350533,1
188330,0
522622,1
562549,0
75564,1
139714,1
17665,0
165035,0
175300,0
538855,0
60913,1
341696,1
56393,1
9539,6
504216,0
4099,2
436438,0
147461,1
18531,0
50896,1
389398,6
236062,1
482304,0
393317,1
168654,0
42398,0
126999,1
539151,0
401668,1
483177,1
208257,0
70943,1
303422,0
305467,1
59900,0
526208,0
351417,1
225755,1
192516,0
267982,1
527128,0
117153,0
554154,0
523849,0
318530,1
443398,0
146674,0
131649,1
353914,1
195055,1
186669,0
251412,1
158436,1
574893,2
511249,0
484965,1
571559,1
155681,1
479011,0
163607,1
117166,0
263620,2
83619,1
422707,0
300486,2
312203,1
576093,2
385784,0
459862,0
228363,4
131453,0
125832,1
415740,0
161232,1
280226,2
144340,1
545332,0
409300,0
413664,0
241397,1
516772,0
458727,6
260615,2
259840,0
513332,0
452291,1
414197,0
3525,2
561239,1
477300,1
427043,0
106191,1
34110,1
287345,1
258618,0
567333,1
240937,1
76835,1
551988,0
338515,0
72448,4
89673,1
386542,0
73433,0
212376,0
220734,0
391263,0
429020,0
309762,0
348948,0
300533,5
298706,0
313,1
387941,0
111020,0
409911,0
369276,1
254089,1
87209,1
163336,0
316045,1
146864,1
189542,1
388660,0
302238,5
285691,1
506139,0
222016,1
551688,0
31705,0
474933,1
517968,0
341002,0
507867,1
44286,1
291628,2
366008,1
10924,2
476676,1
253755,2
199369,1
466433,1
251064,1
479761,1
20787,1
477578,0
208039,1
520564,0
289714,2
44421,1
421030,0
530349,6
480896,1
337634,0
299948,1
81866,1
450404,0
274633,0
281658,1
387850,0
483818,0
101095,1
314472,1
108963,1
278373,2
157902,1
343819,0
461133,0
299280,5
528232,1
11812,0
124309,1
101418,0
120258,1
229818,1
46890,1
350633,2
316723,2
205588,0
523579,0
345074,1
293405,0
502914,1
95420,1
558959,1
36744,1
446882,0
310430,0
356999,0
424959,0
519481,1
64683,1
29948,1
284346,0
126612,1
452256,1
465773,0
6420,5
110217,1
473294,0
153969,0
545582,1
326756,4
92090,1
210974,6
365145,0
159914,0
39139,1
95100,1
109735,1
567350,1
508264,0
308064,1
483892,1
383429,0
250040,2
179447,0
433399,0
548767,0
452623,0
287975,1
273247,2
146193,0
492421,1
197589,1
546116,0
278148,1
462112,6
170979,0
446434,0
243317,1
43819,1
207345,0
481624,1
255040,6
506266,0
33293,1
436857,1
440220,0
211208,0
347654,2
333806,1
560846,0
315423,1
458418,1
86716,1
467323,1
361023,0
467274,1
365374,0
428079,0
114096,0
206244,0
31298,0
233171,1
506247,0
228370,1
527054,0
28386,1
383970,0
77317,1
498030,0
316247,0
387284,0
530712,0
414678,0
288195,5
318626,1
121395,1
165034,0
574219,2
20045,1
421924,1
227855,1
272573,1
155551,0
104487,1
54993,0
409135,0
485650,0
505137,0
359168,5
508319,0
335930,4
117347,1
346268,1
312957,1
272953,0
292950,1
396055,1
351082,4
258362,1
451940,0
8401,4
167856,1
367009,0
477527,1
213158,1
246260,1
135040,1
515770,0
156224,0
65837,0
345470,1
204939,1
209135,0
309630,1
123662,0
464827,1
29842,1
236987,0
281355,5
380804,0
277466,0
461887,0
317640,1
194621,0
109630,1
560650,1
105667,1
376754,6
111538,1
547703,1
271443,1
12608,3
44698,0
413052,0
87328,0
59745,1
370680,1
28979,1
214001,6
286223,0
370050,6
188799,0
322390,0
84806,0
399103,0
276195,5
496918,0
512816,0
7501,0
373691,1
95585,1
560440,1
122884,1
294324,1
121923,0
498212,1
235274,0
189455,1
560193,1
500985,0
567489,1
60072,1
30251,1
242209,1
328803,1
205183,0
261068,1
252590,2
512911,0
351454,1
13597,4
387823,0
464028,0
219946,0
383133,0
430004,0
234282,0
112628,1
415346,1
102832,0
24713,0
301428,0
519591,0
107665,1
109540,1
97041,1
377036,1
476476,1
347299,0
74487,1
147139,1
364521,0
320193,1
470202,0
201639,1
84674,0
388598,0
494868,0
246622,2
248096,1
59854,1
92643,0
377025,1
311572,0
521857,0
321783,1
100200,1
333617,0
451960,0
219095,1
261288,0
340220,6
95360,1
322549,1
318801,0
150077,0
71298,0
67686,1
489918,1
228094,1
37174,1
93943,0
580566,2
503115,0
162059,0
279423,2
42381,0
93819,1
410331,1
552276,1
118757,1
350997,1
327122,1
410607,0
256240,0
75138,1
401956,1
313847,0
562147,1
454652,0
317088,6
315529,0
71760,1
553873,0
292825,0
404301,0
117069,1
3658,3
350331,6
240878,1
203031,0
121295,1
475205,1
252133,4
50242,1
61042,1
362221,0
319622,1
382148,6
44884,0
499727,0
395867,0
306643,0
329768,0
560774,1
433392,0
499621,6
462731,0
261820,0
114498,1
431594,1
228280,0
508174,1
289304,5
361671,0
36824,1
365874,6
109088,1
394165,0
499510,1
154330,1
159843,1
323404,1
425112,0
496317,6
227905,1
372981,0
430177,1
506953,0
232045,2
490282,0
504238,0
140038,1
132143,1
103690,0
69735,0
276526,2
13025,5
415164,1
192929,0
122744,1
548012,1
286085,0
402421,0
215741,0
470219,0
68215,1
485102,1
33872,0
451761,1
424940,0
552045,1
468744,0
153046,1
457780,0
58006,0
543055,0
318044,1
206080,0
560341,1
496727,1
419721,0
163606,1
47119,0
54329,0
213052,0
320364,0
506315,0
139870,1
272191,2
151672,0
138322,1
404939,5
371961,1
98261,1
350687,0
210189,1
42667,1
409965,0
455051,6
357569,1
391764,0
513477,1
258899,1
207170,0
16152,1
28328,1
287615,2
477848,1
282159,0
388429,0
451508,0
236026,0
322250,1
66592,1
558491,0
513678,0
46053,1
244654,0
6642,2
482529,1
341108,1
299700,2
264254,1
178816,0
165247,1
56890,0
185923,0
570234,1
533148,0
132569,1
24726,1
382715,0
167904,1
528060,0
192864,1
195464,1
494416,0
398356,0
275967,2
330519,0
487572,0
153940,1
525148,0
263849,1
446936,1
480842,1
131918,1
346624,0
44591,1
79817,1
27052,1
71124,1
164995,0
249252,1
554235,1
491726,0
508295,0
483193,1
472349,1
196172,1
281603,1
67752,1
272800,2
244582,2
203884,0
112273,1
81280,1
292012,1
300794,1
173992,1
398612,0
469273,0
540709,0
314689,1
347195,0
473872,1
104584,1
243271,0
67110,1
470820,6
83246,0
244717,1
571375,1
372974,0
1520,0
481956,1
312000,0
443599,1
527280,1
308306,0
344709,1
346746,0
301920,0
302704,1
264132,2
89978,1
414774,0
564827,2
291113,2
60458,0
112995,1
277119,2
394367,1
428617,0
282563,5
260392,1
2125,5
580484,2
206103,0
338505,0
5478,3
180464,1
23085,1
90699,1
220896,1
230895,1
271438,0
273971,0
554111,1
493495,0
12799,3
564708,1
235872,1
195939,0
137126,1
443550,0
118414,1
435651,0
261756,2
406968,2
272211,3
517855,0
194930,0
500648,1
77781,1
163672,1
142682,1
392388,1
223462,2
233726,1
80662,0
256378,1
547774,1
389081,0
434867,0
342963,1
517316,6
23484,1
369987,2
200702,1
467871,0
288193,2
324535,1
559876,1
439425,0
334403,1
528299,1
515720,0
123469,1
132907,0
299548,1
236058,1
441862,0
240514,1
59115,1
498656,0
547419,0
544104,0
336185,0
320454,0
492261,0
163143,0
271981,1
245669,1
2441,4
543748,0
59322,0
316550,1
61502,1
434789,0
146087,1
129759,1
461472,0
429732,1
315716,1
322133,0
558909,1
204569,1
441879,1
71897,0
185171,1
545113,0
139633,1
494333,6
38854,1
429619,0
120643,0
578350,2
198267,1
547041,1
339330,1
167973,0
463555,6
387753,0
450153,0
420623,0
517152,0
86960,0
43947,0
224387,2
243178,1
11884,0
402720,0
27173,1
363598,6
352520,0
204616,0
1757,6
375106,5
92228,1
312799,0
333544,0
45666,1
242423,1
217328,1
254569,0
460443,0
190854,0
192421,0
325737,1
64652,0
171413,1
289948,0
444018,1
36430,1
486219,6
519198,0
384982,1
471566,1
242006,5
351479,0
426754,1
350746,0
389334,0
122166,1
517840,0
237366,2
109820,1
423619,1
334148,0
418878,1
24295,1
141385,1
12175,4
416429,0
545874,0
120723,1
454378,0
213703,6
102645,1
26762,1
185953,1
389640,5
12820,3
489470,0
309800,0
195247,0
422618,1
153521,0
405138,0
409252,0
270482,1
482667,6
573363,2
179343,0
403258,0
131293,1
537820,0
250375,1
17505,4
575033,5
136183,1
113197,1
95601,1
465967,0
317340,1
154674,1
331412,1
363231,1
108644,1
238960,1
196783,1
224818,1
446099,1
428256,1
523273,0
57114,1
558193,1
202871,0
549471,1
511612,0
108235,0
449024,0
279887,1
107398,1
368677,1
71448,1
207662,4
38509,0
312896,4
336874,6
449961,6
35340,1
80535,0
225161,1
533210,0
181812,0
50299,1
36581,0
240018,1
116345,1
328342,0
565775,1
436046,1
334368,0
10287,0
269576,2
316372,1
325579,0
470775,1
72647,1
471630,1
183747,0
77379,1
274291,2
402648,0
566845,1
26695,1
79412,0
58381,0
468760,1
460397,1
539079,1
97981,1
92573,1
105504,1
580230,2
402973,0
512266,4
141264,1
287965,1
408946,1
542704,6
474382,0
248491,1
304255,2
313793,0
350233,1
272688,5
71742,1
47129,0
9536,6
419416,1
343327,1
369578,4
36783,1
196521,0
136814,0
303669,1
572997,2
266034,1
372901,1
85003,1
338719,4
306196,1
299536,1
214473,0
377603,1
456699,6
294138,2
554541,0
344825,0
124483,0
344214,0
315372,1
18452,1
153475,1
488777,1
395119,0
72095,1
455409,0
469645,1
188888,0
284745,2
234150,1
318381,6
252213,1
196531,0
360154,0
509798,0
103263,1
423284,0
211218,0
402438,0
536972,0
352837,1
175131,0
213635,0
446608,0
53388,1
188361,0
453208,1
54908,1
93825,1
368618,6
440767,0
296607,1
193254,1
493327,1
251434,1
543406,0
367433,1
3511,3
252333,0
494045,1
577757,5
108978,1
347521,0
260562,2
88827,0
461433,1
204152,1
515241,0
444453,1
549672,0
374768,1
261627,2
465981,0
295472,2
525761,0
376369,4
404149,1
392642,1
172449,1
319315,2
255291,1
512734,1
447353,1
438599,0
259276,1
388813,1
495661,1
74719,1
233035,0
18974,0
164549,0
388305,1
24231,1
575768,2
330837,1
544518,0
322135,0
486091,1
433171,1
165991,0
401202,0
40379,1
404527,0
8132,2
192354,0
181516,0
162243,1
173780,1
251035,1
547996,1
61075,0
318967,1
36399,1
506918,0
357478,0
141287,1
313131,0
423101,5
114799,1
112408,1
477590,1
89697,1
467602,0
14148,2
170010,1
386936,1
9625,6
80032,1
185137,1
116792,1
529115,0
2781,5
275557,5
328188,1
396395,6
80380,0
191406,0
489806,1
569266,1
254366,2
499983,1
257914,2
492786,0
553011,0
265215,1
140399,1
243797,1
146861,1
101614,1
399425,1
300467,5
310444,0
405122,0
486256,0
63159,0
503816,1
427780,1
150540,1
425538,0
128141,0
33761,1
223141,1
156934,1
527383,0
61193,1
323425,1
336567,0
144317,1
148324,0
94306,1
138407,1
392327,1
158145,1
210368,0
493544,1
482504,0
280886,0
233713,1
314061,4
243730,1
429041,0
567535,5
554901,1
534636,0
8923,6
568742,2
247241,2
485924,0
273119,0
516639,0
84382,0
479105,0
57319,1
84925,1
528284,1
275704,0
455037,0
205207,1
21649,1
501070,0
462445,0
101400,0
519449,0
372428,0
316997,1
237572,1
315980,1
303589,1
190255,1
247913,1
58913,0
364331,1
140441,1
185883,0
167909,0
14228,0
567932,1
507317,1
538327,0
72294,0
320546,1
331434,0
203954,1
559518,1
508547,0
469488,0
449583,0
60576,0
29930,1
68735,1
333771,1
259477,2
211387,1
214079,1
362078,1
86720,1
138900,1
411875,0
333693,1
185958,0
184252,0
264364,4
500719,0
422717,0
533393,1
525166,0
234192,1
499533,0
380588,0
199547,1
139122,1
165561,0
236178,0
504644,6
319630,1
115626,1
367427,1
300949,5
131995,1
437163,0
354501,1
453817,0
10600,0
415478,0
236,0
340111,1
495551,0
180436,1
423246,0
264621,2
569598,2
333394,0
187266,0
562045,1
58825,1
98203,1
531065,0
420256,0
446416,0
233458,5
312090,1
543631,0
569600,1
101904,1
561212,0
462119,6
259859,1
287766,0
393688,0
431136,1
350525,1
341161,0
408576,0
243261,1
542223,0
471636,0
135121,4
338018,1
133412,0
173151,1
326512,0
526196,1
3440,3
63817,1
49086,0
533914,0
500041,1
271228,2
289602,1
416485,1
115036,1
100362,1
566219,1
323655,1
40390,1
435338,1
328121,4
102897,1
293193,5
578714,2
427163,1
489731,0
493247,0
91658,1
292431,0
544898,0
289311,5
176115,1
160836,1
552640,1
577334,2
116443,0
281393,5
341858,0
205889,1
298488,2
65324,1
65197,0
312322,1
166686,1
383101,2
191228,0
252667,1
490092,0
311960,0
104664,0
306316,0
261874,0
89143,0
486371,0
198417,0
409885,0
343131,1
512258,1
483430,0
407958,6
484141,0
159550,1
374990,1
99600,1
75913,1
580122,2
474448,0
495429,0
473941,0
317742,1
47986,1
265356,1
374438,1
496272,1
567294,1
437019,0
237943,0
277987,0
557522,1
492033,1
383088,2
3320,2
136163,4
77097,1
320242,1
262605,1
499264,0
569575,1
515145,0
368974,6
88753,1
16370,1
343084,0
170222,1
338489,0
494035,0
358911,6
472953,6
152608,1
564405,1
273658,1
389329,0
283833,1
6750,2
107720,1
342691,1
433279,1
406854,0
15195,1
106879,0
13300,3
546603,1
142191,0
136561,1
88129,1
249472,2
125323,1
189102,1
101037,1
284400,1
271673,2
100909,1
441581,0
553934,1
435285,0
525064,0
227952,1
169370,0
139197,1
518756,0
282069,0
132687,0
499636,6
61161,1
186905,1
66545,0
558944,1
483329,1
386302,1
304749,2
16346,1
7774,6
321260,1
418747,0
170965,0
469172,1
365332,6
264145,2
70532,1
542788,1
5243,6
308428,0
157613,1
485949,0
569180,1
11732,0
183522,1
561820,0
338402,1
169454,0
427692,1
473360,6
360915,1
144897,1
134071,1
518617,0
453719,1
491004,0
95968,1
203735,1
485690,0
445292,1
66886,1
555077,1
48295,0
417513,0
322248,1
562981,1
266752,2
466474,0
8731,4
286037,5
265082,5
201323,1
363999,0
104447,1
21647,1
114712,1
116376,1
464124,6
302928,1
387512,1
104925,0
147099,1
445161,0
126596,1
36022,1
71085,1
383649,1
314954,0
361794,0
29889,1
352434,2
176684,1
170399,0
571982,1
49058,0
483847,1
131928,1
150885,0
370960,1
414606,1
339159,0
494817,0
109991,1
165735,0
374013,0
427615,0
362472,0
3921,3
220247,2
560321,1
487179,0
327196,0
282819,4
437130,0
567729,1
222771,1
311412,0
396086,1
323170,0
251270,2
272896,0
320363,0
526234,0
267261,2
522712,0
468383,1
224911,0
437596,0
29762,0
334752,0
23006,1
85835,0
86525,0
199660,1
408276,1
517085,0
33325,1
316498,1
481809,0
387437,6
37041,0
280625,2
242999,2
568116,5
27809,1
399340,0
131396,1
502166,1
60658,1
137827,1
352312,1
419796,0
537397,1
446465,1
548821,1
452132,0
146082,1
225290,1
348026,0
294689,0
139254,1
333591,0
453663,0
203567,0
283714,5
163221,0
190877,0
531746,1
577779,2
97299,1
562108,5
252490,2
110826,1
11898,4
32029,0
351995,1
288927,0
258302,1
371555,1
334300,0
299756,5
96817,1
276892,0
289445,0
519882,1
336168,6
452360,0
466937,1
354214,1
141043,0
93401,1
337192,0
220856,1
85863,1
90834,1
277427,0
92367,0
280306,6
19178,0
4029,3
54059,1
451477,0
3210,3
529524,0
218941,0
382390,1
478972,1
68054,0
224864,2
395674,0
559932,1
198855,0
374913,1
399335,0
262750,2
570316,2
42427,0
215516,0
294616,2
332639,0
357006,0
251621,1
231251,4
269462,1
160187,0
158492,0
193546,1
26297,1
11586,0
40012,1
544293,1
476472,1
149130,0
325546,0
229510,5
107850,1
167424,1
17402,1
213444,1
153903,1
558211,1
201892,1
466847,1
38179,0
23683,1
268754,5
499139,1
295891,2
355433,1
438367,0
115182,1
235665,1
559191,1
240637,2
111128,1
470368,6
269483,1
141948,1
257988,0
164104,1
195446,0
282642,0
487958,1
242407,1
237990,4
315805,0
4483,3
337661,0
499017,0
67906,1
334678,1
435027,0
494026,0
353336,0
181430,1
367918,0
226464,1
220980,5
560673,1
379943,1
300540,5
76229,1
144480,1
438570,0
70033,0
118003,1
451909,6
459668,0
180060,0
224838,1
505369,0
441994,1
195981,1
377357,0
579219,2
128774,0
113123,1
195670,1
70695,0
339740,1
519189,0
19485,1
77327,1
554621,1
210700,0
171651,1
488658,1
222091,1
381623,1
575959,2
297817,2
428364,2
66136,0
503809,1
347387,0
470441,6
218399,0
77061,1
142469,1
8513,2
326495,0
520259,1
364191,6
95495,1
55136,1
258335,0
344877,1
304547,1
229244,0
394226,0
401432,1
364202,0
303663,1
362369,0
13608,6
179234,0
382965,1
125471,1
406638,0
532810,0
1073,1
176238,1
337974,1
245437,1
522175,1
405129,0
174879,1
323247,1
291218,5
152246,0
390850,1
99613,1
491471,1
497360,0
509832,0
11525,1
120431,0
574896,2
485151,1
151406,0
243946,5
200418,1
444911,0
75364,4
67670,1
91578,1
79545,1
328758,1
140745,1
161257,0
366901,1
332280,1
294310,1
549393,0
571857,5
28336,1
442148,0
45331,1
42967,0
200222,1
453175,0
521429,0
462758,0
405285,0
214315,6
281851,2
238066,1
423461,1
281422,5
90483,0
41428,0
36402,1
233093,0
232364,1
115679,1
340182,2
114735,1
16270,0
306736,5
449167,0
440780,0
162881,1
105956,1
10357,6
117174,1
246958,1
572834,2
80929,0
58355,1
237772,1
252128,1
12845,0
267450,0
473487,1
577563,2
300454,5
231810,1
146838,1
353163,0
99825,1
492479,0
70859,1
107767,1
10274,6
516506,0
527721,0
455394,1
76820,1
491495,0
558872,0
296502,6
52892,1
579203,2
186504,0
361652,0
489739,0
108128,1
296715,1
284492,1
490901,0
318154,0
242145,4
210219,1
243735,1
134488,0
33008,1
283917,1
368728,1
389853,0
564820,1
559562,0
397692,0
337468,1
435738,0
363337,2
125069,0
64156,1
272212,3
186845,0
210328,0
224272,5
289059,1
347033,1
470826,6
29207,1
341388,1
310550,0
536307,0
7577,5
357325,1
446951,1
515361,6
157427,1
335855,1
357577,1
560945,5
432164,0
316057,1
514753,0
575306,2
133814,1
472564,0
519907,1
306139,1
580123,2
41875,1
275315,4
41212,0
40698,1
224153,1
541648,0
17983,1
203938,1
443503,0
106072,1
563782,1
464955,1
116022,1
90108,1
50119,0
76494,1
131809,0
137491,1
156652,1
297581,0
544135,0
313992,0
545391,1
93855,1
119774,1
148466,1
518730,0
524237,0
257774,1
479554,0
564634,1
81703,1
434796,0
84152,0
543352,0
65521,0
463125,6
363793,0
345084,0
504411,0
503077,0
136867,4
84668,0
188305,1
489841,0
212849,1
495950,1
196768,1
570557,1
215220,0
524228,0
297098,1
266591,1
539521,0
426676,1
561560,1
